siteId,requirementKind,declaringEntry,condition,evaluationSiteCategory,typeFamily,disposition,dischargeStory,premiseTier,group,conflict,deferralCited,derivation,openQuestion,sources
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,construction-row-action-operand,collection,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the collection family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,state-hook-action-operand,primitive,defined,division-primitive,state-hook-write,g02,,,,,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,state-hook-action-operand,temporal,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the temporal family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,state-hook-action-operand,business-domain,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the business-domain family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,state-hook-action-operand,collection,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the collection family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,transition-row-guard,primitive,defined,division-primitive,guard,g03,,,,,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,transition-row-guard,temporal,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the temporal family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,transition-row-guard,business-domain,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the business-domain family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,transition-row-guard,collection,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the collection family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,state-hook-guard,primitive,defined,division-primitive,guard,g03,,,,,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,state-hook-guard,temporal,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the temporal family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,state-hook-guard,business-domain,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the business-domain family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,state-hook-guard,collection,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the collection family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,access-mode-guard,primitive,defined,division-primitive,guard,g03,,,,,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,access-mode-guard,temporal,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the temporal family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,access-mode-guard,business-domain,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the business-domain family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,access-mode-guard,collection,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the collection family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,reject-message-interpolation,primitive,defined,division-primitive,message,g06,,,,,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,reject-message-interpolation,temporal,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the temporal family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,reject-message-interpolation,business-domain,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the business-domain family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,reject-message-interpolation,collection,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the collection family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,rule-condition,primitive,defined,division-primitive,constraint,g04,,,,,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,rule-condition,temporal,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the temporal family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,rule-condition,business-domain,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the business-domain family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
op/IntegerModuloInteger/numeric-0,Numeric,IntegerModuloInteger — integer % integer,Divisor must be non-zero,rule-condition,collection,empty,,,,,,"no operand or subject of `IntegerModuloInteger — integer % integer` has a declared type in the collection family (its declared types are Integer, Integer), so no program can mint this requirement at a value of that family",,
